time	V(b)	V(vi)	V(vo)
7.878502658492430e-02	9.143468e-01	-3.456874e-01	3.462459e-01
7.898033908492429e-02	8.638089e-01	-2.988671e-01	2.994789e-01
7.917565158492428e-02	8.076633e-01	-2.475515e-01	2.482203e-01
7.937096408492426e-02	7.461445e-01	-1.925125e-01	1.932418e-01
7.956627658492425e-02	6.789031e-01	-1.345779e-01	1.353719e-01
7.976158908492424e-02	6.031173e-01	-7.461920e-02	7.548857e-02
7.985924533492424e-02	5.564855e-01	-4.416176e-02	4.509194e-02
7.995690158492423e-02	4.986986e-01	-1.353811e-02	1.459328e-02
7.996910861617423e-02	4.863317e-01	-9.704205e-03	1.084143e-02
7.999352267867424e-02	4.493421e-01	-2.034905e-03	3.552423e-03
7.999526454240152e-02	4.452201e-01	-1.487686e-03	3.105552e-03
7.999874826985610e-02	4.305377e-01	-3.932426e-04	2.483457e-03
8.000571572476527e-02	3.756750e-01	1.795644e-03	2.172671e-03
8.001222752395219e-02	2.746845e-01	3.841352e-03	3.178490e-03
8.001830415109462e-02	1.071171e-01	5.750292e-03	4.907756e-03
8.002540367598442e-02	-1.751814e-01	7.980461e-03	7.040356e-03
8.002942292655466e-02	-3.630813e-01	9.242958e-03	6.509725e-03
8.003149566593551e-02	-4.412744e-01	9.894010e-03	3.637092e-03
8.003343691717271e-02	-4.751758e-01	1.050374e-02	7.599230e-06
8.003400530083889e-02	-4.768507e-01	1.068227e-02	-1.947606e-04
8.003448111586234e-02	-4.763527e-01	1.083171e-02	5.174391e-05
8.003487206791804e-02	-4.764741e-01	1.095451e-02	1.058015e-04
8.003604474557240e-02	-4.773273e-01	1.132282e-02	1.272706e-04
8.004710519496552e-02	-4.840557e-01	1.479664e-02	1.045974e-04
8.005816564435865e-02	-4.899636e-01	1.826937e-02	8.583725e-05
8.006922609375178e-02	-4.950508e-01	2.174102e-02	7.099027e-05
8.008028654314490e-02	-4.993175e-01	2.521159e-02	6.005641e-05
8.009134699253803e-02	-5.027635e-01	2.868107e-02	5.303567e-05
8.010240744193116e-02	-5.053890e-01	3.214948e-02	4.992806e-05
8.011346789132429e-02	-5.071939e-01	3.561680e-02	5.073357e-05
8.019132296683097e-02	-5.209555e-01	5.996122e-02	3.564485e-05
8.028897921683097e-02	-5.323520e-01	9.028748e-02	2.798147e-05
8.048429171683096e-02	-5.461137e-01	1.498077e-01	2.191555e-05
8.067960421683094e-02	-5.545799e-01	2.070746e-01	1.962057e-05
8.087491671683093e-02	-5.606571e-01	2.612270e-01	1.825822e-05
8.107022921683092e-02	-5.652441e-01	3.114502e-01	1.733746e-05
8.126554171683091e-02	-5.687975e-01	3.569890e-01	1.664679e-05
8.146085421683090e-02	-5.715710e-01	3.971583e-01	1.608747e-05
8.165616671683089e-02	-5.737178e-01	4.313540e-01	1.560746e-05
8.185147921683088e-02	-5.753351e-01	4.590617e-01	1.517658e-05
8.204679171683087e-02	-5.764863e-01	4.798647e-01	1.477589e-05
8.224210421683086e-02	-5.772114e-01	4.934500e-01	1.439248e-05
8.243741671683084e-02	-5.775340e-01	4.996135e-01	1.401673e-05
8.263272921683083e-02	-5.774641e-01	4.982623e-01	1.364061e-05
8.282804171683082e-02	-5.769995e-01	4.894167e-01	1.325639e-05
8.302335421683081e-02	-5.761257e-01	4.732099e-01	1.285553e-05
8.321866671683080e-02	-5.748137e-01	4.498855e-01	1.242728e-05
8.341397921683079e-02	-5.730158e-01	4.197945e-01	1.195662e-05
8.360929171683078e-02	-5.706584e-01	3.833894e-01	1.142079e-05
8.380460421683077e-02	-5.676276e-01	3.412177e-01	1.078250e-05
8.399991671683076e-02	-5.637407e-01	2.939138e-01	9.975342e-06
8.419522921683074e-02	-5.586873e-01	2.421892e-01	8.867588e-06
8.439054171683073e-02	-5.518808e-01	1.868218e-01	7.154742e-06
8.458585421683072e-02	-5.419967e-01	1.286444e-01	3.933381e-06
8.468351046683072e-02	-5.348735e-01	9.877412e-02	8.252851e-07
8.478116671683071e-02	-5.245407e-01	6.853209e-02	-5.742354e-06
8.487882296683071e-02	-5.033145e-01	3.803212e-02	-3.183560e-05
8.497647921683070e-02	-4.619473e-01	7.389003e-03	-1.392824e-04
8.498546476811952e-02	-4.356946e-01	4.566314e-03	-4.460753e-04
8.500343587069717e-02	-2.760367e-01	-1.079410e-03	-2.539862e-03
8.501269662188815e-02	-6.802658e-02	-3.988719e-03	-4.741781e-03
8.502194017019271e-02	2.782675e-01	-6.892489e-03	-4.755780e-03
8.502603155241908e-02	4.221168e-01	-8.177688e-03	1.458267e-03
8.502974792780575e-02	4.869325e-01	-9.345043e-03	1.063089e-02
8.503094447466032e-02	4.892750e-01	-9.720881e-03	1.098593e-02
8.503181248383904e-02	4.884436e-01	-9.993521e-03	1.044644e-02
8.503307030941776e-02	4.898881e-01	-1.038860e-02	1.088801e-02
8.505024240627194e-02	5.042882e-01	-1.578247e-02	1.634106e-02
8.506741450312612e-02	5.174494e-01	-2.117314e-02	2.177784e-02
8.508458659998031e-02	5.293718e-01	-2.656060e-02	2.719835e-02
8.510175869683448e-02	5.400554e-01	-3.194485e-02	3.260261e-02
8.511893079368867e-02	5.495002e-01	-3.732589e-02	3.799060e-02
8.513610289054284e-02	5.577062e-01	-4.270373e-02	4.336232e-02
8.515327498739703e-02	5.646733e-01	-4.807836e-02	4.871778e-02
8.525093123739702e-02	6.080807e-01	-7.850617e-02	7.912329e-02
8.544624373739701e-02	6.832137e-01	-1.383620e-01	1.389390e-01
8.564155623739700e-02	7.500580e-01	-1.961367e-01	1.966682e-01
8.583686873739699e-02	8.112404e-01	-2.509613e-01	2.514487e-01
8.603218123739698e-02	8.670536e-01	-3.020112e-01	3.024583e-01
8.622749373739697e-02	9.172375e-01	-3.485186e-01	3.489303e-01
8.642280623739695e-02	9.613713e-01	-3.897839e-01	3.901659e-01
8.661811873739694e-02	9.990013e-01	-4.251865e-01	4.255451e-01
8.681343123739693e-02	1.029700e+00	-4.541940e-01	4.545358e-01
8.700874373739692e-02	1.053100e+00	-4.763699e-01	4.767019e-01
8.720405623739691e-02	1.068912e+00	-4.913808e-01	4.917102e-01
8.739936873739690e-02	1.076935e+00	-4.990009e-01	4.993350e-01
8.759468123739689e-02	1.077068e+00	-4.991155e-01	4.994615e-01
8.778999373739688e-02	1.069308e+00	-4.917230e-01	4.920880e-01
8.798530623739687e-02	1.053756e+00	-4.769345e-01	4.773252e-01
8.818061873739685e-02	1.030607e+00	-4.549724e-01	4.553954e-01
8.837593123739684e-02	1.000147e+00	-4.261672e-01	4.266284e-01
8.857124373739683e-02	9.627438e-01	-3.909519e-01	3.914569e-01
8.876655623739682e-02	9.188215e-01	-3.498565e-01	3.504101e-01
8.896186873739681e-02	8.688340e-01	-3.034988e-01	3.041054e-01
8.915718123739680e-02	8.132042e-01	-2.525762e-01	2.532395e-01
8.935249373739679e-02	7.521940e-01	-1.978547e-01	1.985781e-01
8.954780623739678e-02	6.855445e-01	-1.401573e-01	1.409448e-01
8.974311873739677e-02	6.108939e-01	-8.035169e-02	8.121277e-02
8.984077498739676e-02	5.664738e-01	-4.993861e-02	5.085281e-02
8.993843123739675e-02	5.140077e-01	-1.933757e-02	2.035221e-02
8.995063826864676e-02	5.049886e-01	-1.550496e-02	1.655320e-02
8.997505233114676e-02	4.813078e-01	-7.837220e-03	9.004346e-03
8.998115584677176e-02	4.729380e-01	-5.919927e-03	7.166202e-03
8.999336287802176e-02	4.458120e-01	-2.085107e-03	3.804846e-03
9.000220113715794e-02	4.027542e-01	6.915074e-04	2.330836e-03
9.000986360619824e-02	3.121979e-01	3.098723e-03	2.756986e-03
9.001699521428067e-02	1.412963e-01	5.339102e-03	4.516841e-03
9.002468039728033e-02	-1.443469e-01	7.753265e-03	6.868963e-03
9.002870348254920e-02	-3.319835e-01	9.016976e-03	7.193386e-03
9.003084656758510e-02	-4.281709e-01	9.690128e-03	4.796802e-03
9.003218886011959e-02	-4.672479e-01	1.011174e-02	1.408479e-03
9.003278359932773e-02	-4.736833e-01	1.029854e-02	3.737789e-04
9.003333421370367e-02	-4.748674e-01	1.047149e-02	1.940255e-04
9.003391094348795e-02	-4.755226e-01	1.065263e-02	1.496330e-04
9.003998659175869e-02	-4.799424e-01	1.256088e-02	1.238293e-04
9.004606224002944e-02	-4.839173e-01	1.446889e-02	1.027318e-04
9.005213788830017e-02	-4.874474e-01	1.637665e-02	8.634045e-05
9.005821353657092e-02	-4.905327e-01	1.828416e-02	7.465519e-05
9.006428918484166e-02	-4.931731e-01	2.019144e-02	6.767605e-05
9.007036483311241e-02	-4.953688e-01	2.209847e-02	6.540303e-05
9.007644048138315e-02	-4.971195e-01	2.400525e-02	6.783614e-05
9.011888567590118e-02	-5.083154e-01	3.731431e-02	4.922786e-05
9.020377606493724e-02	-5.226305e-01	6.384337e-02	3.429069e-05
9.030143231493723e-02	-5.335039e-01	9.413262e-02	2.732995e-05
9.049674481493722e-02	-5.467517e-01	1.535356e-01	2.172877e-05
9.069205731493721e-02	-5.550259e-01	2.106292e-01	1.951307e-05
9.088736981493720e-02	-5.609877e-01	2.645548e-01	1.818950e-05
9.108268231493719e-02	-5.654981e-01	3.145012e-01	1.728796e-05
9.127799481493717e-02	-5.689957e-01	3.597172e-01	1.660792e-05
9.147330731493716e-02	-5.717254e-01	3.995228e-01	1.605489e-05
9.166861981493715e-02	-5.738358e-01	4.333192e-01	1.557876e-05
9.186393231493714e-02	-5.754219e-01	4.605980e-01	1.515029e-05
9.205924481493713e-02	-5.765449e-01	4.809490e-01	1.475104e-05
9.225455731493712e-02	-5.772438e-01	4.940661e-01	1.436838e-05
9.244986981493711e-02	-5.775412e-01	4.997520e-01	1.399284e-05
9.264518231493710e-02	-5.774463e-01	4.979211e-01	1.361643e-05
9.284049481493709e-02	-5.769563e-01	4.886011e-01	1.323143e-05
9.303580731493707e-02	-5.760555e-01	4.719320e-01	1.282918e-05
9.323111981493706e-02	-5.747141e-01	4.481646e-01	1.239873e-05
9.342643231493705e-02	-5.728831e-01	4.176565e-01	1.192470e-05
9.362174481493704e-02	-5.704868e-01	3.808663e-01	1.138366e-05
9.381705731493703e-02	-5.674078e-01	3.383476e-01	1.073703e-05
9.401236981493702e-02	-5.634576e-01	2.907399e-01	9.915659e-06
9.420768231493701e-02	-5.583142e-01	2.387591e-01	8.781339e-06
9.440299481493700e-02	-5.513638e-01	1.831872e-01	7.010604e-06
9.459830731493699e-02	-5.411981e-01	1.248599e-01	3.622833e-06
9.469596356493698e-02	-5.337919e-01	9.493598e-02	2.798969e-07
9.479361981493697e-02	-5.228226e-01	6.465470e-02	-7.111043e-06
9.489127606493697e-02	-4.959486e-01	3.413007e-02	-4.736430e-05
9.498893231493696e-02	-4.428571e-01	3.476988e-03	-2.163752e-04
9.499049492968707e-02	-4.403003e-01	2.986088e-03	-2.825679e-04
9.499362015918729e-02	-4.300421e-01	2.004281e-03	-5.347793e-04
9.499764610580821e-02	-4.091805e-01	7.394974e-04	-9.398372e-04
9.500146551266006e-02	-3.760632e-01	-4.604043e-04	-1.576888e-03
9.500546453779087e-02	-3.162571e-01	-1.716732e-03	-2.571515e-03
9.501085118363142e-02	-1.868909e-01	-3.408974e-03	-4.171958e-03
9.501670646071231e-02	2.091093e-02	-5.248393e-03	-5.966862e-03
9.502349781525424e-02	3.234607e-01	-7.381788e-03	-5.162943e-03
9.502629982233532e-02	4.311732e-01	-8.261957e-03	7.013836e-04
9.502904767585256e-02	4.856682e-01	-9.125090e-03	1.010350e-02
9.502981486418191e-02	4.884768e-01	-9.366068e-03	1.080790e-02
9.503054963657666e-02	4.875367e-01	-9.596862e-03	1.025754e-02
9.503097285764950e-02	4.877558e-01	-9.729796e-03	1.028141e-02
9.503187919260418e-02	4.886791e-01	-1.001447e-02	1.053987e-02
9.503278552755887e-02	4.896000e-01	-1.029915e-02	1.080588e-02
9.503369186251355e-02	4.905185e-01	-1.058382e-02	1.107945e-02
9.503459819746823e-02	4.914346e-01	-1.086849e-02	1.136057e-02
9.503550453242292e-02	4.923483e-01	-1.115315e-02	1.164925e-02
9.503641086737760e-02	4.932596e-01	-1.143781e-02	1.194548e-02
9.503731720233229e-02	4.941685e-01	-1.172247e-02	1.224927e-02
9.505386660682112e-02	5.081372e-01	-1.691946e-02	1.750148e-02
9.507593247947291e-02	5.232233e-01	-2.384584e-02	2.446357e-02
9.512006422477648e-02	5.480682e-01	-3.768352e-02	3.832237e-02
9.520832771538362e-02	5.898134e-01	-6.526135e-02	6.588876e-02
9.530598396538362e-02	6.305275e-01	-9.553661e-02	9.614404e-02
9.550129646538361e-02	7.027264e-01	-1.548958e-01	1.554603e-01
9.569660896538359e-02	7.678440e-01	-2.119252e-01	2.124440e-01
9.589192146538358e-02	8.275222e-01	-2.657671e-01	2.662427e-01
9.608723396538357e-02	8.817854e-01	-3.156116e-01	3.160482e-01
9.628254646538356e-02	9.303095e-01	-3.607090e-01	3.611117e-01
9.647785896538355e-02	9.726557e-01	-4.003810e-01	4.007557e-01
9.667317146538354e-02	1.008373e+00	-4.340309e-01	4.343840e-01
9.686848396538353e-02	1.037049e+00	-4.611525e-01	4.614908e-01
9.706379646538352e-02	1.058335e+00	-4.813380e-01	4.816686e-01
9.725910896538351e-02	1.071968e+00	-4.942837e-01	4.946138e-01
9.745442146538350e-02	1.077773e+00	-4.997950e-01	5.001317e-01
9.764973396538348e-02	1.075677e+00	-4.977888e-01	4.981395e-01
9.784504646538347e-02	1.065707e+00	-4.882955e-01	4.886671e-01
9.804035896538346e-02	1.047989e+00	-4.714577e-01	4.718570e-01
9.823567146538345e-02	1.022746e+00	-4.475288e-01	4.479620e-01
9.843098396538344e-02	9.902897e-01	-4.168686e-01	4.173416e-01
9.862629646538343e-02	9.510037e-01	-3.799383e-01	3.804566e-01
9.882160896538342e-02	9.053258e-01	-3.372934e-01	3.378616e-01
9.901692146538341e-02	8.537088e-01	-2.895753e-01	2.901975e-01
9.921223396538340e-02	7.965482e-01	-2.375017e-01	2.381817e-01
9.940754646538338e-02	7.340147e-01	-1.818559e-01	1.825970e-01
9.960285896538337e-02	6.655422e-01	-1.234748e-01	1.242815e-01
9.970051521538337e-02	6.282408e-01	-9.353166e-02	9.437478e-02
9.979817146538336e-02	5.870513e-01	-6.323650e-02	6.412402e-02
9.989582771538336e-02	5.302148e-01	-3.270333e-02	3.369845e-02
9.999348396538335e-02	4.428022e-01	-2.047067e-03	3.711323e-03
1.000000000000000e-01	4.295538e-01	2.328067e-15	2.193185e-03
